Day,Start Time,End Time,Course title,Room,Instructor,Actual Class Duration
W,11:30 AM,12:20 PM,Signals and Systems,GF-E101,Shafayat Abrar,50
W,12:35 PM,1:50 PM,Reading the Partition,GF-E101,Inam Ullah,75
W,3:35 PM,6:5 PM,Urban Design and Public Space,GF-E101,Sana Rizwan,150
W,8:30 AM,12:15 PM,Performing Narrative,SFCL,Nighat Sultana Chaudhry,225
W,8:30 AM,9:45 AM,Social Theory II,SFCL,Noman Baig,75
W,12:30 PM,1:45 PM,What is Modernity?,SFCL,Muhammad Salman,75
W,2:0 PM,3:15 PM,Scientific Methods,SFCL,Huma abid,75
W,3:30 PM,4:45 PM,Hikma I,SFCL,Basharat Issa,75
W,5:0 PM,6:15 PM,Institutional Economics,SFCL,Aqdas Afzal,75
W,8:30 AM,9:45 AM,What is Modernity?,E-012,Nimra Farooq,75
W,11:30 AM,2:20 PM,Designing For & w/h People Lab,E-012,Barira Yousuf,170
W,2:35 PM,3:50 PM,Digital Logic and Design,E-012,Areeba Rajput,75
W,4:5 PM,5:20 PM,Reading the Partition,E-012,Inam Ullah,75
W,8:30 AM,9:45 AM,What is Modernity?,W-121,Marcelo Alves de Paula Lima,75
W,8:30 AM,9:45 AM,Hikma I,W-121,Muzammil Patel,75
W,10:0 AM,11:15 AM,Data Structures II,W-121,Syeda Saleha Raza,75
W,11:30 AM,12:45 PM,Education Planning,W-121,Muhammad Aatir Khan,75
W,1:0 PM,1:50 PM,Electric Circuits-II,W-121,Saad Baig,50
W,2:5 PM,3:20 PM,Calculus II,W-121,Yousuf Kerai,75
W,3:35 PM,4:50 PM,Mechanics & Thermodynamics,W-121,Syed Muntazir Mehdi Abidi,75
W,8:30 AM,9:45 AM,Jehan-e-Urdu,FF-E220,Syed Afzal Ahmed,75
W,10:0 AM,11:15 AM,Hikma I,FF-E220,Zainab Saleem,75
W,11:30 AM,12:45 PM,Discrete Mathematics,FF-E220,Muhammad Zafar,75
W,1:0 PM,2:15 PM,What is Modernity?,FF-E220,Nimra Farooq,75
W,2:30 PM,3:45 PM,Linear Algebra,FF-E220,Sajal Rana,75
W,4:0 PM,5:15 PM,Quantum Mechanics,FF-E220,Syed Muntazir Mehdi Abidi,75
W,8:30 AM,9:45 AM,Hikma I,GF-E121,Nauman Naqvi,75
W,8:30 AM,9:45 AM,Urban Sustainability,GF-E121,Farhan Anwar,75
W,10:0 AM,11:15 AM,Intro to HCI,GF-E121,Neelma Bhatti,75
W,11:30 AM,12:45 PM,Intro to Probability & Stats,GF-E121,Muhammad Umer Tariq,75
W,1:0 PM,1:50 PM,Electromagnetic Theory,GF-E121,Shafayat Abrar,50
W,2:5 PM,3:20 PM,Principles of Management,GF-E121,Muhammad Wamiq,75
W,8:30 AM,10:10 AM,Creating Comics,FF-W243,Rohama Malik,100
W,8:30 AM,9:45 AM,Engineering Project Management,FF-W243,Muhammad Wamiq,75
W,10:25 AM,11:15 AM,Electromagnetic Theory,FF-W243,Shafayat Abrar,50
W,11:30 AM,12:45 PM,Literary Theory and Criticism,FF-W243,Nahrain Al-Mousawi,75
W,1:0 PM,1:50 PM,Calculus I,FF-W243,Sara Ashraf,50
W,2:5 PM,3:20 PM,Operations Management,FF-W243,Muhammad Wamiq,75
W,3:35 PM,5:15 PM,Ghazal Gayeki,FF-W243,Shahid Hamid,100
W,5:30 PM,6:20 PM,Social Theory II,FF-W243,Noman Baig,50
W,8:30 AM,9:20 AM,What is Modernity?,W-234,Nauman Naqvi,50
W,8:30 AM,9:45 AM,Discrete Mathematics,W-234,Muhammad Zafar,75
W,8:30 AM,11:50 AM,Design Research II,W-234,Christie Lauder,200
W,9:35 AM,10:50 AM,Jehan-e-Urdu,W-234,Syed Afzal Ahmed,75
W,11:5 AM,12:20 PM,Data Structures & Algorithms,W-234,Nadia Nasir,75
W,12:35 PM,1:50 PM,Intro Enviro Engineering,W-234,Hassaan Furqan Khan,75
W,2:5 PM,3:20 PM,Introduction to Nanotechnology,W-234,Ahmad Usman,75
W,3:35 PM,5:15 PM,Quantitative Research Methods,W-234,Zaineb Aftab Hussain Makati,100
W,8:30 AM,9:45 AM,Calculus II,E-010,Yousuf Kerai,75
W,10:0 AM,11:40 AM,Data Analytics,E-010,Mohammad Moeini Feizabadi,100
W,8:30 AM,9:45 AM,The Secret World of Microbes,C-015,Javeria Samad,75
W,8:30 AM,11:20 AM,Engineering Workshop,C-015,Haseeb Shaikh,170
W,10:0 AM,11:15 AM,Jehan-e-Urdu,C-015,Tanveer Anjum,75
W,11:30 AM,12:45 PM,Introduction to Political Sci,C-015,Ana Tawfiq Hussain,75
W,1:0 PM,2:40 PM,Qualitative Research Methods,C-015,Aaron Mulvany,100
W,2:55 PM,3:45 PM,Calculus I,C-015,Sara Ashraf,50
W,4:25 PM,6:5 PM,Data Analytics,C-015,Mohammad Moeini Feizabadi,100
W,8:30 AM,9:45 AM,Capstone (Kaavish) II,GF-C109,Nadia Nasir,75
W,8:30 AM,9:45 AM,Data Structures II,GF-C109,Muhammad Qasim Pasta,75
W,10:0 AM,11:15 AM,Electric Network Analysis,GF-C109,Haleema Qamar,75
W,12:35 PM,1:50 PM,The World of Quratul Ain Hyder,GF-C109,Syed Afzal Ahmed,75
W,2:5 PM,3:20 PM,Calculus II,GF-C109,Yousuf Kerai,75
W,3:35 PM,4:50 PM,Discrete Mathematics,GF-C109,Rameez Ragheb,75
W,5:5 PM,6:20 PM,Quantum Mechanics,GF-C109,Syed Muntazir Mehdi Abidi,75
W,8:30 AM,11:20 AM,Understanding the Human Lab,W-110,Humaira Jamshed,170
W,10:0 AM,11:15 AM,Power Electronics,W-110,Ishtiyaq Makda,75
W,11:35 AM,12:50 PM,After Digital: The Creative In,W-110,Abdul Rafay Mahmood,75
W,1:5 PM,2:20 PM,Intro to HCI,W-110,Neelma Bhatti,75
W,2:35 PM,3:50 PM,Discrete Mathematics,W-110,Waqar Saleem,75
W,4:5 PM,5:20 PM,Signals and Systems,W-110,Adnan Aslam Chaudhry,75
W,5:35 PM,6:25 PM,Electromagnetic Theory,W-110,Shafayat Abrar,50
W,8:30 AM,9:45 AM,What is Modernity?,E-100,Haniya Habib,75
W,10:0 AM,11:15 AM,GPU Accelerated Computing,E-100,Muhammad Mobeen Movania,75
W,11:30 AM,2:20 PM,Engineering Workshop,E-100,Haseeb Shaikh,170
W,2:35 PM,4:15 PM,Conceptual Genealogies,E-100,Marcelo Alves de Paula Lima,100
W,4:30 PM,5:45 PM,Social Theory II,E-100,Noman Baig,75
W,8:30 AM,9:45 AM,Understanding the Human Body,FF-C200,Humaira Jamshed,75
W,10:0 AM,12:50 PM,Post Production (Lab),FF-C200,Syed Ali,170
W,1:5 PM,2:20 PM,Introduction to Reinforcement,FF-C200,Mohammad Shaikh,75
W,2:35 PM,3:50 PM,Algorithms: Design & Analysis,FF-C200,Faisal Alvi,75
W,4:5 PM,5:20 PM,Institutional Economics,FF-C200,Aqdas Afzal,75
W,8:30 AM,11:0 AM,Intro to Design and Media,FF-W244,Rakhshaan Qazi,150
W,11:15 AM,1:45 PM,Intro to Design and Media,FF-W244,Momin Zafar,150
W,3:30 PM,5:10 PM,Creating Comics,FF-W244,Rohama Malik,100
W,5:25 PM,6:15 PM,Intro to Probability & Stats,FF-W244,Zareen Tabassum,50
W,8:30 AM,11:0 AM,Intro to Design and Media,CPE HALL,Rohama Malik,150
W,8:30 AM,9:20 AM,Signals and Systems,CPE HALL,Shafayat Abrar,50
W,11:15 AM,12:30 PM,What is Modernity?,CPE HALL,Haniya Habib,75
W,12:45 PM,2:0 PM,Computer Architecture,CPE HALL,Tariq Kamal,75
W,2:15 PM,3:30 PM,Hikma I,CPE HALL,Muzammil Patel,75
W,3:45 PM,5:0 PM,Wireless and Mobile Comm.,CPE HALL,Tariq Mumtaz,75
W,5:15 PM,6:30 PM,Literary Theory and Criticism,CPE HALL,Nahrain Al-Mousawi,75
W,8:30 AM,10:10 AM,Illustration and Protest,LG09,Isma Hasan,100
W,10:0 AM,11:15 AM,Discrete Mathematics,LG09,Waqar Saleem,75
W,11:30 AM,1:10 PM,Public Intellectuals,LG09,Muhammad Haris,100
W,1:25 PM,2:40 PM,Linear Algebra,LG09,Aeyaz Jamil Kayani,75
W,2:55 PM,4:10 PM,Introduction to Western Philos,LG09,Irfan Muhammad,75
W,4:25 PM,5:40 PM,Social Theory II,LG09,Mahso Gichki,75
W,8:30 AM,9:45 AM,Hikma I,FF-N219,Hamza Bin Sajjad,75
W,10:0 AM,11:15 AM,The Ethnographic Eye/I,FF-N219,Aaron Mulvany,75
W,11:30 AM,12:45 PM,Algorithms: Design & Analysis,FF-N219,Faisal Alvi,75
W,1:0 PM,2:15 PM,Data Structures & Algorithms,FF-N219,Maria Samad,75
W,2:30 PM,5:0 PM,"Engineering, Design, & Innov.",FF-N219,Munzir Zafar,150
W,5:15 PM,6:30 PM,Tech. Mgmnt & Entrepreneurship,FF-N219,Abid Butt,75
W,8:30 AM,11:20 AM,Production Fundamentals II Lab,W-321,Mariam Aziz,170
W,8:30 AM,9:45 AM,Jehan-e-Urdu,W-321,Tanveer Anjum,75
W,11:35 AM,12:50 PM,Digital Logic and Design,W-321,Areeba Rajput,75
W,1:5 PM,2:20 PM,Analog & Digital Communication,W-321,Tariq Mumtaz,75
W,2:35 PM,5:55 PM,Design Your Habib Experience,W-321,Abdul Basit Memon,200
W,8:30 AM,9:45 AM,"Journalism, History, Novel",E-215,Zuha Asif Siddiqui,75
W,8:30 AM,9:20 AM,Electric Circuits-II,E-215,Saad Baig,50
W,10:0 AM,11:15 AM,What is Modernity?,E-215,Muzammil Patel,75
W,11:30 AM,12:45 PM,Computational Intelligence,E-215,Syeda Saleha Raza,75
W,1:0 PM,2:15 PM,Software Engineering,E-215,Abbas Akhtar,75
W,2:30 PM,3:45 PM,Principles of Macroeconomics,E-215,Mohammad Moeini Feizabadi,75
W,4:0 PM,5:15 PM,Engineering Project Management,E-215,Muhammad Wamiq,75
W,8:30 AM,9:45 AM,Introduction to Bioinformatics,E-011,Arshan Nasir,75
W,10:0 AM,10:50 AM,Discrete Mathematics,E-011,Shams Arfeen,50
W,11:5 AM,11:55 AM,Signals and Systems,E-011,Shafayat Abrar,50
W,12:10 PM,1:25 PM,Digital Signal Processing,E-011,Saad Baig,75
W,1:40 PM,2:55 PM,Introduction to Robotics,E-011,Abdul Basit Memon,75
W,3:10 PM,6:0 PM,Engineering Workshop,E-011,Haseeb Shaikh,170
W,8:30 AM,9:45 AM,Electric Network Analysis,FF-N220,Haleema Qamar,75
W,8:30 AM,9:45 AM,Scientific Methods,E-003,Sameena Shahzaman,75
W,8:30 AM,9:45 AM,Intro to Probability & Stats,E-003,Muhammad Umer Tariq,75
W,10:0 AM,11:15 AM,Calculus II,E-003,Sajal Rana,75
W,11:30 AM,12:45 PM,Engineering Project Management,E-003,Muhammad Wamiq,75
W,1:0 PM,2:15 PM,What is Power?,E-003,Najeeb Jan,75
W,2:30 PM,3:45 PM,SRS: Karachi,E-003,Coline Ferrant,75
W,8:30 AM,9:45 AM,What is Modernity?,PG-1,Mahso Gichki,75
W,11:5 AM,12:20 PM,Tech. Mgmnt & Entrepreneurship,PG-1,Abid Butt,75
W,1:0 PM,2:15 PM,Digital Logic and Design,PG-1,Areeba Rajput,75
W,4:0 PM,5:40 PM,Data Analytics,PG-1,Sahaab Bader Sheikh,100
W,8:30 AM,9:45 AM,What is Modernity?,W-114,Marcelo Alves de Paula Lima,75
W,10:0 AM,11:15 AM,Scientific Methods,W-114,Huma abid,75
W,11:30 AM,12:45 PM,Hikma I,W-114,Abdullah Mirza,75
W,1:0 PM,2:15 PM,Calculus II,W-114,Muhammad Sami Siddiqui,75
W,2:30 PM,3:45 PM,Social Theory II,W-114,Noman Baig,75
W,5:5 PM,6:20 PM,Complex Analysis,W-114,Sajal Rana,75
W,8:30 AM,9:45 AM,"Journalism, History, Novel",W-111,Zuha Asif Siddiqui,75
W,8:30 AM,11:20 AM,Programming Fundamentals Lab,W-111,Adeel Soomro,170
W,10:0 AM,11:15 AM,Algorithms: Design & Analysis,W-111,Faisal Alvi,75
W,11:30 AM,12:45 PM,Discrete Mathematics,W-111,Rameez Ragheb,75
W,2:30 PM,5:50 PM,Design Your Habib Experience,W-111,Neelma Bhatti,200
W,8:30 AM,9:20 AM,Discrete Mathematics,LG-C001,Muhammad Munawwar Anwar,50
W,10:0 AM,11:15 AM,Software Security,LG-C001,Muhammad Nadeem,75
W,11:30 AM,12:45 PM,Algorithms: Design & Analysis,LG-C001,Waqar Saleem,75
W,1:0 PM,2:15 PM,Jehan-e-Urdu,LG-C001,Tanveer Anjum,75
W,2:30 PM,3:45 PM,Comparative Empires,LG-C001,Mariam Sabri,75
W,4:0 PM,5:15 PM,Calculus II,LG-C001,Aatyka Fatima,75
W,8:30 AM,9:45 AM,What is Modernity?,LG26,Nahrain Al-Mousawi,75
W,8:30 AM,9:20 AM,Discrete Mathematics,LG26,Shams Arfeen,50
W,10:0 AM,11:15 AM,Analog & Digital Communication,LG26,Tariq Mumtaz,75
W,11:30 AM,12:45 PM,Data Structures & Algorithms,LG26,Muhammad Mobeen Movania,75
W,1:0 PM,2:15 PM,Data Structures & Algorithms,LG26,Nadia Nasir,75
W,2:30 PM,3:20 PM,Electric Circuits-II,LG26,Saad Baig,50
W,3:35 PM,4:50 PM,Introduction to Nanotechnology,LG26,Ahmad Usman,75
W,5:5 PM,6:20 PM,Social Theory I,LG26,Coline Ferrant,75
W,8:30 AM,9:45 AM,The Secret World of Microbes,LG-C025,Javeria Samad,75
W,8:30 AM,9:45 AM,What is Power?,LG-C025,Najeeb Jan,75
W,10:0 AM,11:40 AM,Forms of Inquiry,LG-C025,Mehwish Abid,100
W,11:55 AM,1:35 PM,Let's Get Talking,LG-C025,Haya Fatima Iqbal,100
W,1:50 PM,3:5 PM,Capstone (Kaavish) II,LG-C025,Muhammad Mobeen Movania,75
W,4:25 PM,5:40 PM,Music and Mathematics,LG-C025,Yousuf Kerai,75
R,8:30 AM,9:45 AM,Bollywood Masculinity,FF-W242,Sheikh Taha Ahmed Munir,75
R,10:0 AM,12:30 PM,Creative Writing,FF-W242,Anum Asi,150
R,12:45 PM,2:0 PM,Data Structures & Algorithms,FF-W242,Mohammad Salman,75
R,2:15 PM,3:30 PM,Signals and Systems,FF-W242,Adnan Aslam Chaudhry,75
R,5:15 PM,6:30 PM,Operations Management,FF-W242,Muhammad Wamiq,75
R,8:30 AM,9:45 AM,Computer Architecture,GF-E101,Sorath Hansrajani,75
R,10:0 AM,11:15 AM,Scientific Methods,GF-E101,Huma abid,75
R,11:30 AM,12:20 PM,Understanding Histories,GF-E101,Abdullah Mirza,50
R,1:5 PM,2:20 PM,Calculus II,GF-E101,Aatyka Fatima,75
R,2:35 PM,3:50 PM,Quantum Mechanics,GF-E101,Syed Muntazir Mehdi Abidi,75
R,10:0 AM,11:15 AM,Bollywood Masculinity,SFCL,Sheikh Taha Ahmed Munir,75
R,11:30 AM,12:45 PM,What is Modernity?,SFCL,Nauman Naqvi,75
R,1:0 PM,2:15 PM,Jehan-e-Urdu,SFCL,Tanveer Anjum,75
R,2:30 PM,3:45 PM,Computational Intelligence,SFCL,Syeda Saleha Raza,75
R,4:0 PM,5:15 PM,Data Structures & Algorithms,SFCL,Maria Samad,75
R,8:30 AM,9:45 AM,Introduction to Biochemistry,E-012,Humaira Jamshed,75
R,8:30 AM,11:0 AM,Intro to Program Planning,E-012,Shama Dossa,150
R,10:0 AM,11:15 AM,Algorithms: Design & Analysis,E-012,Faisal Alvi,75
R,11:30 AM,2:20 PM,OOP & Design Methodologies Lab,E-012,Nadia Nasir,170
R,2:35 PM,3:50 PM,Understanding the Human Body,E-012,Humaira Jamshed,75
R,4:30 PM,6:10 PM,Creating Comics,E-012,Rohama Malik,100
R,8:30 AM,9:45 AM,Computer Architecture,W-121,Sorath Hansrajani,75
R,10:0 AM,11:15 AM,After Digital: The Creative In,W-121,Abdul Rafay Mahmood,75
R,11:30 AM,12:45 PM,What is Modernity?,W-121,Nahrain Al-Mousawi,75
R,1:0 PM,3:50 PM,Electric Network Analysis Lab,W-121,Haleema Qamar,170
R,8:30 AM,9:45 AM,Computer Architecture,FF-E220,Munzir Zafar,75
R,8:30 AM,9:45 AM,Engineering Project Management,FF-E220,Muhammad Wamiq,75
R,8:30 AM,9:45 AM,Social Theory II,FF-E220,Mahso Gichki,75
R,10:0 AM,11:15 AM,What is Modernity?,FF-E220,Aqdas Afzal,75
R,11:30 AM,12:45 PM,Hikma I,FF-E220,Nauman Naqvi,75
R,1:0 PM,2:15 PM,Web and Mobile Development,FF-E220,Muhammad Qasim Pasta,75
R,2:30 PM,3:45 PM,Discrete Mathematics,FF-E220,Muhammad Zafar,75
R,4:0 PM,5:15 PM,Intro Enviro Engineering,FF-E220,Hassaan Furqan Khan,75
R,8:30 AM,9:45 AM,What is Modernity?,GF-E121,Nahrain Al-Mousawi,75
R,10:0 AM,11:15 AM,Scientific Methods,GF-E121,Hassaan Furqan Khan,75
R,1:0 PM,3:50 PM,Digital Logic and Design Lab,GF-E121,Areeba Rajput,170
R,4:5 PM,5:20 PM,Principles of Management,GF-E121,Muhammad Wamiq,75
R,10:0 AM,11:15 AM,What is Modernity?,FF-W243,Nimra Farooq,75
R,1:0 PM,2:15 PM,OOP & Design Methodologies,FF-W243,Nadia Nasir,75
R,2:30 PM,3:45 PM,Reading the Partition,FF-W243,Inam Ullah,75
R,4:0 PM,5:15 PM,Calculus II,FF-W243,Aatyka Fatima,75
R,8:30 AM,9:45 AM,Computer Architecture,W-234,Farhan Khan,75
R,11:30 AM,12:45 PM,Data Structures & Algorithms,W-234,Maria Samad,75
R,5:15 PM,6:30 PM,Music and Mathematics,W-234,Yousuf Kerai,75
R,8:30 AM,9:45 AM,The Ethnographic Eye/I,E-010,Aaron Mulvany,75
R,10:0 AM,12:50 PM,Computer Architecture Lab,E-010,Tariq Kamal,170
R,2:35 PM,3:50 PM,Hikma I,E-010,Nauman Naqvi,75
R,4:5 PM,5:20 PM,Hikma I,E-010,Zainab Saleem,75
R,8:30 AM,9:45 AM,Digital System Design,C-015,Muhammad Farhan,75
R,8:30 AM,10:10 AM,Let's Get Talking,C-015,Haya Fatima Iqbal,100
R,11:30 AM,12:45 PM,Algorithms: Design & Analysis,C-015,Faisal Alvi,75
R,1:0 PM,2:15 PM,Discrete Mathematics,C-015,Huma abid,75
R,2:30 PM,3:45 PM,Gender and Human Rights,C-015,Mahso Gichki,75
R,8:30 AM,9:45 AM,What is Modernity?,GF-C109,Nauman Naqvi,75
R,11:30 AM,1:10 PM,Research in Design,GF-C109,Mishal Khattak,100
R,1:25 PM,3:55 PM,"Engineering, Design, & Innov.",GF-C109,Munzir Zafar,150
R,4:10 PM,5:25 PM,Complex Analysis,GF-C109,Sajal Rana,75
R,8:30 AM,11:0 AM,Intro to Design and Media,W-110,Rohama Malik,150
R,11:15 AM,12:5 PM,Electromagnetic Theory,W-110,Shafayat Abrar,50
R,12:20 PM,1:35 PM,Institutional Economics,W-110,Aqdas Afzal,75
R,2:15 PM,3:30 PM,Data Structures & Algorithms,W-110,Saba Saeed,75
R,3:45 PM,5:0 PM,Software Engineering,W-110,Mohsin Nagaria,75
R,5:15 PM,6:30 PM,Development & Environmentalism,W-110,Tajreen Jafri,75
R,8:30 AM,9:45 AM,"Journalism, History, Novel",E-100,Zuha Asif Siddiqui,75
R,8:30 AM,9:45 AM,Scientific Methods,E-100,Sameena Shahzaman,75
R,10:0 AM,11:15 AM,What is Modernity?,E-100,Marcelo Alves de Paula Lima,75
R,11:30 AM,2:0 PM,"Engineering, Design, & Innov.",E-100,Muhammad Umer Tariq,150
R,2:15 PM,3:30 PM,Calculus II,E-100,Sajal Rana,75
R,3:45 PM,6:15 PM,Many faces of the Sufi tradi,E-100,Muzammil Patel,150
R,8:30 AM,9:45 AM,Introduction to Political Sci,FF-C200,Ana Tawfiq Hussain,75
R,10:0 AM,11:15 AM,Understanding the Human Body,FF-C200,Humaira Jamshed,75
R,11:30 AM,12:45 PM,Calculus II,FF-C200,Yousuf Kerai,75
R,1:0 PM,2:15 PM,Software Engineering,FF-C200,Ahsan Jawed,75
R,3:5 PM,4:20 PM,Principles of Macroeconomics,FF-C200,Mohammad Moeini Feizabadi,75
R,8:30 AM,11:0 AM,Intro to Design and Media,FF-W244,Rohama Malik,150
R,8:30 AM,10:10 AM,Public Intellectuals,FF-W244,Muhammad Haris,100
R,11:15 AM,12:30 PM,Jehan-e-Urdu,FF-W244,Inam Ullah,75
R,12:45 PM,2:0 PM,Introduction to Reinforcement,FF-W244,Mohammad Shaikh,75
R,2:15 PM,3:30 PM,Algorithms: Design & Analysis,FF-W244,Waqar Saleem,75
R,3:45 PM,4:35 PM,Signals and Systems,FF-W244,Shafayat Abrar,50
R,4:50 PM,6:5 PM,Literary Theory and Criticism,FF-W244,Nahrain Al-Mousawi,75
R,8:30 AM,9:45 AM,What is Modernity?,CPE HALL,Nimra Farooq,75
R,8:30 AM,9:20 AM,Signals and Systems,CPE HALL,Shafayat Abrar,50
R,10:0 AM,11:15 AM,What is Modernity?,CPE HALL,Marcelo Alves de Paula Lima,75
R,11:30 AM,12:45 PM,Scientific Methods,CPE HALL,Sameena Shahzaman,75
R,1:0 PM,2:15 PM,Hikma I,CPE HALL,Noman Baig,75
R,2:30 PM,3:45 PM,Hikma I,CPE HALL,Abdullah Mirza,75
R,8:30 AM,9:45 AM,Elements of Aesthetics 1,LG09,Sheikh Taha Ahmed Munir,75
R,8:30 AM,11:20 AM,Intro to Design and Media LAB,LG09,Barira Yousuf,170
R,10:0 AM,11:15 AM,What is Modernity?,LG09,Mahso Gichki,75
R,11:30 AM,12:45 PM,Data Structures II,LG09,Fahad Javed,75
R,1:0 PM,2:15 PM,Principles of Management,LG09,Muhammad Wamiq,75
R,3:5 PM,4:20 PM,Renewable Energy,LG09,Mohamed Elsayed Orabi Mustafa,75
R,4:35 PM,5:50 PM,Understanding Histories,LG09,Abdullah Mirza,75
R,8:30 AM,9:45 AM,Jehan-e-Urdu,FF-N219,Inam Ullah,75
R,8:30 AM,10:10 AM,Data Analytics,FF-N219,Sahaab Bader Sheikh,100
R,10:0 AM,11:15 AM,Scientific Methods,FF-N219,Sameena Shahzaman,75
R,11:30 AM,12:45 PM,Hikma I,FF-N219,Basharat Issa,75
R,1:0 PM,2:15 PM,Data Structures & Algorithms,FF-N219,Mohammad Salman,75
R,2:30 PM,3:45 PM,Discrete Mathematics,FF-N219,Muhammad Zafar,75
R,4:0 PM,5:15 PM,Introduction to Robotics,FF-N219,Abdul Basit Memon,75
R,8:30 AM,11:0 AM,Intro to Design and Media,W-321,Momin Zafar,150
R,11:15 AM,12:30 PM,What is Modernity?,W-321,Muzammil Patel,75
R,12:45 PM,2:0 PM,Scientific Methods,W-321,Hassaan Furqan Khan,75
R,2:15 PM,3:5 PM,Algorithms: Design & Analysis,W-321,TBD .,50
R,4:50 PM,5:40 PM,Electric Circuits-II,W-321,Saad Baig,50
R,8:30 AM,9:45 AM,Data Structures & Algorithms,E-215,Saba Saeed,75
R,8:30 AM,9:45 AM,Renewable Energy,E-215,Mohamed Elsayed Orabi Mustafa,75
R,10:0 AM,11:15 AM,Discrete Mathematics,E-215,Rameez Ragheb,75
R,11:30 AM,1:10 PM,Conceptual Genealogies,E-215,Marcelo Alves de Paula Lima,100
R,1:25 PM,2:40 PM,Literary Theory and Criticism,E-215,Nahrain Al-Mousawi,75
R,8:30 AM,9:45 AM,Data Structures & Algorithms,E-011,Muhammad Mobeen Movania,75
R,8:30 AM,9:45 AM,Data Structures II,E-011,Muhammad Qasim Pasta,75
R,10:0 AM,11:15 AM,Software Engineering,E-011,Ahsan Jawed,75
R,11:30 AM,12:45 PM,What is Gender?,E-011,Haniya Habib,75
R,1:0 PM,2:15 PM,Understanding Histories,E-011,Abdullah Mirza,75
R,2:30 PM,3:45 PM,Calculus I,E-011,Sara Ashraf,75
R,8:30 AM,11:20 AM,Biochemistry Lab,FF-N220,Amber Talat,170
R,1:5 PM,2:20 PM,Data Structures II,FF-N220,Muhammad Qasim Pasta,75
R,4:5 PM,5:20 PM,Calculus II,FF-N220,Aatyka Fatima,75
R,8:30 AM,9:45 AM,Elements of Aesthetics 1,E-003,Sheikh Taha Ahmed Munir,75
R,8:30 AM,9:20 AM,Electric Circuits-II,E-003,Saad Baig,50
R,10:0 AM,10:50 AM,Jehan-e-Urdu,E-003,Inam Ullah,50
R,11:5 AM,12:20 PM,Hikma I,E-003,Noman Baig,75
R,12:35 PM,1:50 PM,Discrete Mathematics,E-003,Rameez Ragheb,75
R,2:5 PM,3:20 PM,Discrete Mathematics,E-003,Huma abid,75
R,3:35 PM,4:50 PM,Wireless and Mobile Comm.,E-003,Tariq Mumtaz,75
R,5:5 PM,6:20 PM,Intro to Probability & Stats,E-003,Muhammad Umer Tariq,75
R,8:30 AM,9:45 AM,Jehan-e-Urdu,PG-1,Inam Ullah,75
R,10:0 AM,10:50 AM,Signals and Systems,PG-1,Shafayat Abrar,50
R,11:5 AM,12:20 PM,Electric Network Analysis,PG-1,Haleema Qamar,75
R,12:35 PM,2:15 PM,Public Policy II,PG-1,Tajreen Jafri,100
R,8:30 AM,9:45 AM,Software Engineering,W-114,Abbas Akhtar,75
R,8:30 AM,9:45 AM,Hikma I,W-114,Muzammil Patel,75
R,10:0 AM,11:40 AM,Quantitative Research Methods,W-114,Zaineb Aftab Hussain Makati,100
R,11:55 AM,1:35 PM,Data Analytics,W-114,Mohammad Moeini Feizabadi,100
R,8:30 AM,9:45 AM,Jehan-e-Urdu,W-111,Tanveer Anjum,75
R,8:30 AM,9:45 AM,Discrete Mathematics,W-111,Rameez Ragheb,75
R,10:0 AM,11:15 AM,Data Structures & Algorithms,W-111,Faiza Azhar,75
R,11:30 AM,2:20 PM,Analog and Digital Comm (Lab),W-111,Tariq Mumtaz,170
R,2:35 PM,3:50 PM,Social Theory I,W-111,Ana Tawfiq Hussain,75
R,8:30 AM,9:45 AM,Algorithms: Design & Analysis,LG-C001,Waqar Saleem,75
R,11:30 AM,12:45 PM,Digital Logic and Design,LG-C001,Areeba Rajput,75
R,4:35 PM,5:50 PM,Social Theory II,LG-C001,Mahso Gichki,75
R,8:30 AM,9:45 AM,The Secret World of Microbes,LG26,Javeria Samad,75
R,10:0 AM,1:20 PM,Design Research II,LG26,Mariam Aziz,200
R,3:5 PM,4:20 PM,Hikma I,LG26,Nauman Naqvi,75
R,4:35 PM,5:50 PM,Data Structures & Algorithms,LG26,Muhammad Mobeen Movania,75
R,8:30 AM,11:20 AM,Computer Architecture Lab,LG-C025,Saima Shaheen,170
R,8:30 AM,9:45 AM,Scientific Methods,LG-C025,Huma abid,75
R,10:0 AM,11:15 AM,Data Structures & Algorithms,LG-C025,Nadia Nasir,75
R,11:35 AM,1:15 PM,Forms of Inquiry,LG-C025,Mehwish Abid,100
R,1:30 PM,4:50 PM,Design Fictions and Provocatio,LG-C025,Isma Hasan,200
R,5:5 PM,6:20 PM,Social Theory I,LG-C025,Coline Ferrant,75
F,8:30 AM,11:20 AM,Computer Architecture Lab,FF-W242,Farhan Khan,170
F,10:0 AM,11:15 AM,Calculus II,FF-W242,Yousuf Kerai,75
F,11:35 AM,12:50 PM,After Digital: The Creative In,FF-W242,Abdul Rafay Mahmood,75
F,1:5 PM,2:20 PM,Hikma I,FF-W242,Hamza Bin Sajjad,75
F,2:35 PM,3:50 PM,Data Structures & Algorithms,FF-W242,Maria Samad,75
F,8:30 AM,9:45 AM,Computer Architecture,GF-E101,Munzir Zafar,75
F,8:30 AM,10:10 AM,Ghazal Gayeki,GF-E101,Shahid Hamid,100
